Unnamed: 0,content,label
517,"Sustainability and Innovations to Shine in the World Textile Conference
textilevaluechain.in/in-depth-analy…
#yarn #fiber #fabric #textile #apparel #garment #import #export #textilemachinery #textilenews #apparelnews #textileindustry #technicaltextile #sustainability",Positive
518,"Whenever one person stands up and says, Wait a minute, this is wrong, it helps other people do the same. Gloria Steinem #environment",Positive
519,"🅴🅰🆁🅻🆈 🅱🅸🆁🅳 🅴🅽🅳🆂 🆃🅾🅳🅰🆈!

Do you want to challenge your family and friends about their knowledge on climate change? 
Come and answer these questions and have fun!

buff.ly/3XRPLiE
#climatechange #sustainability #fun #barquiz",Negative
520,"Together with #Intel, we’re driving innovation to shape a more sustainable world. Is #sustainability also on your agenda for 2023? dell.to/3iBtPJF #ConnectedCIO #iwork4dell https://t.co/NUO0q41Ymy",Positive
521,"Join us in Cape Town for an industry-leading Summit and be at the forefront of the transition to a more sustainable future.  

Be a part of Africa’s Green Transition: eu1.hubs.ly/H02xm9s0 
#ClimateChange #EcoInnovation #GreenEconomy""",Neutral
522,"...and with sea level rise and coastal erosion accelerating, could so easily happen again with another North Sea low pressure system. #coastalflooding #Eastcoastsurge #Climatechange @Groundsure #Clinateindex",Neutral
523,"#AlGore: ""The #Sustainability revolution has the scale of the #IndustrialRevolution coupled with the pace of the digital revolution"" @algore 

buff.ly/3jfcpTm",Positive
524,"""The results indicate the need for investing more in
environmentally sustainable manufacturing processes to improve environmental performance."" #woodbased #textiles #WoodbasedTextiles #sustainability #bioeconomy",Neutral
525,"The #ClimateChange crisis is more pressing than ever, with scientists and policymakers calling for urgent action to address the issue. #sustainability #environment",Neutral
526,"""Empowering a sustainable future, one mile at a time with our electric vehicles.""  ❤

Book Now
📞 +91 62833 32540/9816757859/8146216360
WhatsApp- wa.link/6zv2ij

#sustainability #climatechangeawareness #globalization #savingsgoals #emissions #greenhousegas  #electric https://t.co/E7USBebSJL",Positive
527,In the UK there is statutory body responsible for Climate Change - theccc.org.uk #ClimateChange,Positive
528,Climate change is already putting the heat on insurance companies – Auckland's floods could be a turning point - The Conversation dlvr.it/Shj682 #ClimateChange,Neutral
529,"Youngsters truly are agents of change in tackling #climatechange. Through our #ERGAcademy we reaffirm our dedication to increasing awareness of #renewableenergy and #sustainability among #NextGen 👉 erg.eu/en/sustainabil… 

#SDGsContributors",Positive
530,"'We see the low-carbon transition as a major economic transformation and thus our climate-related research is ongoing. '

#esg #climatechange #environmental #esgafricaconference2023

investmentweek.co.uk/advertisement/…",Neutral
531,This fish friendly concrete provides a home for marine life.  (World Economic Forum)  #NewMaterials #Environment @wef https://t.co/6EEtPWNp5x,Positive
532,"Smart energy management for @oppo's 5G future!
Learn how #ABB digital solutions deliver reliable uptime, improved efficiency and #sustainability to OPPO, one of the world’s largest manufacturers of mobile devices and a growing global player in #5G.
👉 social.abb/ability-oppo-5G https://t.co/81K5iz5cXD",Positive
533,"Thermoblocks will save the ecology! No sand mining of river banks, no use of cement, just earth, earth, earth! #climatechange #floods #resilience #sustainability https://t.co/l0mmdOvZ3V",Positive
534,"@DrEliDavid #FactCheck: A plane's fuel efficiency per passenger-mile is much lower than a car's, meaning Bill Gates' private jet would need to fly tens of thousands of miles to produce the same amount of carbon as your car. #ClimateAction #Sustainability",Neutral
535,"Under the motto Rethink the System, we help companies implement sustainability solutions such as SAP Product Footprint Management in combination with SAP S/4HANA.
#sustainability #sap #s4hana #tsystems #rethinkthesystem
 tiny-link.io/yAmtnftoiF4MCg… https://t.co/b2dZkGXckV",Neutral
536,"Just like the Movie 🎥, most of us are taking climate change for granted. #TheLastOfUs #SDGs #foodsecurity #climatechange #ClimateScam #ClimateEmergency #ClimateFast #actnow #ClimateAction #climate #ClimateJustice @fao @IFAD @FAOAfrica @WFP @Sdg13Un @20AcresFarms @WHO @WTOP #Food https://t.co/M1thOqJrmc",Positive
537,"Dr @taqimehran #NUST developed a method to fabricate durable and commercially viable Solid Oxide #FuelCells (#SOFCs) using a heuristic approach &amp;achieved high performance and durability. @sciencedirect #HydrogenEnergy #FuelCell #ClimateChange #NUSTResearch
bit.ly/3im48MV https://t.co/b301DX39JD",Neutral
538,"@jaysrule22 @gmbutts There is a reason the REAL snowflakes changed it from global warming to ""climate change"". Now EVERY time the weather changes it's super duper scary. This is why I now refer to it as CRIME-it change.
#climatechange
#LiberalsMustGo 
#NDPmustgo",Neutral
539,ActNow to help tackle #ClimateChange and protect our planet for future generations! #ClimateAction #SaveOurPlanet,Negative
540,the climate has been changing since the beginning of time... the earth has warmed up and cooled down several times thus far... #climatechange #nzpol just because you only noticed it changing recently doesn't mean it wasn't always changing... 😂,Positive
541,"The Truth Meets the Climate Alarmists’ Computer Models, Repudiating their Doomsday Predictions, and they find it “Troubling.” #climatechange #cnn #fakenews #globalwarming @cliffordribner cliffordribner.com/?p=339373&wpwa…",Negative
542,"The success of #sustainability depends on how businesses incorporate #ESG practices into their operations to build a socially stronger society.

Unlock the next chapter of your career with us and #BeTheImpact that transforms the world. 

bit.ly/3BmW0SH
#NewAgeCRISIL https://t.co/FQZPkvIZTY",Negative
543,"Brittany beaches polluted by waves of beads.

theguardian.com/environment/20…

#Sustainability #sustainabledevelopment #sustainablebusiness #sustainableliving #actonclimate #france #plastic #brittany #pollution",Positive
544,"people talk about climate ""change"" as though climate were a static entity rather than a continuously changing system #nzpol #climatechange",Neutral
545,"#carbon - The carbon cycle, especially #CO2, plays a role in #ClimateChange. #Agriculture is responsible for a large share of climate gas #emissions, and even small changes in the soil's carbon pool can reduce or increase emissions.

agro.au.dk/en/current-new…",Positive
546,"Its mission is to curate a truly global platform of global change makers committed to achieving Sustainability, ESG, and NetZero principle. 

 #GSA #ESG #SDG #NetZero #Sustainability #GreenRecovery",Positive
547,California lawmakers want corporations to 'put their money where their mouth is' on climate change - KCRA Sacramento dlvr.it/Shj4pZ #ClimateChange,Neutral
548,"False information about #climatechange flourished online over the past year, researchers say, with denialist social media posts and conspiracy theories surging after US environmental reforms and #ElonMusk's #Twitter takeover.
trib.al/tw7nZpN",Positive
549,"Embracing Eco-Friendly Tourism: Indians Prioritize Sustainability in Travel
Visit us: travel2save.com
Read more: news18.com/news/lifestyle…

#Travel2Save #Travel #Tourism #TravelNews #TravelUpdates #sustainability #EcoFriendlyTourism #India #TravelIndia",Neutral
550,"The Washington Post creates a fake city to show what happen to a city in extreme cold, ""Iceburgh""...  
""Each of these breakdowns has happened somewhere, or in many places, around the world, but we’re putting them all in one fictitious town"" #climatechange washingtonpost.com/climate-enviro…",Positive
551,"AI predicts climate change threshold coming faster than previously thought #ClimateEmergency #globalwarming #climatechange
breezyscroll.com/environment/ai…",Neutral
552,"The UK will ban a wide range of single-use plastic cutlery and plates starting in October to reduce plastic pollution and protect the marine environment.

senecaesg.com/insights/uk-to…

#ESG #UK #environment #plasticpollution #plastic #marine #recycling #sustainability",Neutral
553,Can the budget set India on the green pathway? buff.ly/3XHXwYN #CSR #sustainability #SDGs #environment @EconomicTimes https://t.co/8PoZx6LsWO,Positive
554,"GRI (globalreporting.org) :  Effective risk management means depoliticizing ESG. Sustainability and effective Risk Management are completely aligned

globalreporting.org/media/222a2tmv…

#GlobalReportingInitiative #ESG  #sustainability #riskmanagement #ERM #societàbenefit @nedcommunity https://t.co/CRurGtTfYa",Positive
555,"Every household in England ‘to be within 15 minutes of green space or water’ - The Guardian

Sounds great, but with this anti-environment government, we will believe it when we see it.

#sustainability #environment #nature #community  theguardian.com/environment/20…",Negative
556,"#Sustainability is a priority for #B20India. The 1st International Environment and Sustainability Summit, themed on building a sustainable future, happens in Goa on 2 February 2022.
Stay tuned  #B20India

#B20India #G20India2023
#B20India2023 #B20GlobalDialogue
#G20India #G20 https://t.co/EqrLz8pJRh",Positive
557,"The European Union asked member states for opinions on proposals to ease restrictions on state aid, in a bid to rival the new US Inflation Reduction Act legislating green subsidies.

senecaesg.com/insights/eu-mu…

#ESG #europeanunion #US #stateaid #economy #inflation #sustainability",Neutral
558,"Another exigent problem resulting from our completely unregulated way of life is the indiscriminate use of #chemicals, #pesticides, and #fertilizers in our #environment resulting in often ignored but tragic consequences. Here is one. #agriculture 

msn.com/en-in/news/oth…",Negative
559,".
#Australia steps up hydrogen funding ahead of #climate talks
via @SonaliPaul2 @Reuters

reuters.com/business/energ…

#ClimateChange
#energy #ClimateAction  #renewables #NetZero #RacetoZero #ActOnClimate  #ClimateEmergency #GlobalWarming
#",Neutral
560,Suggestions for comprehensive reading on recent egg price spike? ift.tt/nquL4Fi #agriculture #agristats #farming #farmers #environment,Positive
561,"Our sustainability brings together the initiatives we deliver under our five pillars – client/market focus and centricity, operational excellence, employee and leadership excellence, growth and profitability- compliance, and risk management. #Sustainability #ESG #GetToKnowBDO https://t.co/VemsMZB5kW",Negative
562,"Don't use FloCard !

Are you looking to remain stuck in the past, clinging to outdated business practices and neglecting your impact on the environment? If so, then don't create your @flo_card .

#Sustainability  #COP28  #ESG  #SDGs  #ClimateAction  #CarbonFootprint https://t.co/8925LpNQQ6",Positive
563,ActNow to protect our planet from #ClimateChange! Let's come together and make sure we create a brighter future for all. #GlobalClimateStrike #ClimateActionNow,Positive
564,"What comes to mind when you think of🇵🇹?
Maybe picturesque landscapes🖼️, fados🎶or pastéis de nata. When we think of Portugal, we think: #RESIST. That’s right, the Central Region of PT is one of RESIST's regions!
Have you experienced the impacts of #climatechange in PT first hand? https://t.co/hijiLi6b8f",Neutral
565,A river wounded: Crisis on the Rio Grande dlvr.it/Shj493 #ClimateChange https://t.co/lWikapHbZX,Neutral
566,"Do you know that social enterprises can be classified according to their mission orientation? These are 3 smart facts you should know about your social enterprise. 

#socialenterprise #ESG

#socialimpact #sustainability

#socialbusiness #socialchange https://t.co/ldmrNYPx3H",Neutral
567,"Together with #Gurbhakot mayor and staff kick-starting coproduction of #ClimateChangeToyModel, that will help LG and local communities to use CC data for real planning. ""We need to know and learn how to live together with #ClimateChange and do CC planning and financing,"" he says. https://t.co/jy4MpYz97g",Positive
568,Rising Temperature Cause Descending Humidity Levels Resulting in Long Lasting Droughts #viral #fyp #fy  #sustainability #wastefree #wasteremoval  #trash #environment #plasticfree #shorts https://t.co/QFFYf24zgY,Neutral
569,Let's come together to #ProtectOurPlanet and #ActOnClimateChange! Let's make sure that future generations have a safe and healthy environment! #ClimateChange #ClimateAction,Positive
570,"#G20: Assam all set to host Sustainable Financial Working Group meeting, Youth 20 Inception

#G20Assam #G20India2023 #G20Summit #assamcm #HimantaBiswaSarma #BJP #Sustainability #YOUTH #Youth20 #inception #Y20 #India https://t.co/1HvV1v0NLp",Positive
571,"The success of #sustainability depends on how businesses incorporate #ESG practices into their operations to build a socially stronger society. 

Unlock the next chapter of your career with us and #BeTheImpact that transforms the world. 

bit.ly/3BmW0SH
#NewAgeCRISIL https://t.co/m5DRdIKwwy",Positive
572,Extreme adventure from Afghanistan to Ecuador: the Banff Mountain Film Festival returns dlvr.it/Shj3XS #ClimateChange,Negative
573,@MikeSchreiner Taking on the leadership of the Liberal party will unite the people to take on the corrupt current government. Red and Green always go together #Green #environment #Ontario #OntarioLiberalParty #redteam,Neutral
574,"36 countries are gaining more trees than they’re losing

#Reforestation #SaveTheTrees #Sustainability #GlobalNatureNews #NatureTwitter ethicalhour.com/environment/36…",Negative
575,"Future of Generation Z and millennials in our deadly democracy
#Unemployment #ClimateChange #Ignorance
bioinsilico.blogspot.com/2019/03/future… https://t.co/w1ZPPN1X1L",Neutral
576,"Booking Holdings Expands Travel Sustainable Program to Boost Eco-Friendly Tourism travelprnews.com/booking-holdin…

@BookingHoldings #travel #sustainability #ecofriendly #tourism https://t.co/eKouxycP7N",Neutral
577,"Sungrow has just launched its latest residential solar storage and EV charging solution. Stay ahead of the game and embrace sustainable living with this innovative solution. 

@Sungrow_Power #sustainability

saurenergy.com/solar-energy-n…",Positive
578,Australian scientists unveil method to produce hydrogen straight from ocean: University of Adelaide researchers and their international partners have successfully used seawater with no pre-treatment to produce… dlvr.it/Shj38p #solarenergy #technology #sustainability https://t.co/l7pDhLFnoT,Neutral
579,"The Tories have failed on its environmental policy targets so far so why should we believe them now? 
Every household in England ‘to be within 15 minutes of green space or water’ #TorySewageParty #Environment #GreenSpace  theguardian.com/environment/20…",Negative
580,"Update: ""Can We Store Enough Extreme Rainfall To Break Droughts?""
From: forbes.com/sites/johnsabo…
#News
#technology
#Sustainability",Positive
581,Unprecedented Auckland Flash Flooding Caused by Climate Change: New Zealand PM theepochtimes.com/unprecedented-… #climatechange,Neutral
582,"@EnvAgency Can you explain why the government is allowing the use of #neonicotinoids and how this is supposed to enhance our #environment?

inews.co.uk/news/environme…",Neutral
583,"How Robots are Making the World More Sustainable

What do robots have to do with sustainability? Is automation good for the planet?

Check out the full article by @RemixRobotics here: wevolver.com/article/how-ro…

#robotics #sustainability #technology #engineering #innovation #robots https://t.co/aTeHaIkoeO",Negative
584,"The week started with an Assembly led by our Eco Club, looking at ways we can help save the planet. We looked at #climatechange and how we as a school raised money for the @wwf_uk last year. As part of our plan of action, yesterday was a #MeatFreeMonday. https://t.co/jNxL6gIyha",Neutral
585,"The &gt;&gt;venture&gt;&gt; startup competition is proud to announce its NPO Track, a competition specifically designed for nonprofits with a mission to create positive change in society.

Participate here: ow.ly/ienW50MECmK

#SocialImpact #Sustainability #NPOChallenge https://t.co/Q5LceV605F",Negative
586,"Most #climate-vulnerable countries are extremely #debt-ridden, and on the brink of default.

Hon. Mohamed Nasheed on #climatechange, #climatesecurity, #China, #DebtTraps at the #KigaliGlobalDialogue. 

#ToKigali #KGD2022

@ORF_CNED @orfonline @ORFAmerica 

youtu.be/CDQl5gZNJxI",Neutral
587,At @Fruit_Logistica 2023 the @Westfalia_GT Fruit Group will be showcasing three innovative agricultural approaches that are helping to shape the future of food through sustainable development. #sustainability #agriculture #foodsecurity. #fruitlogistica fbreporter.co.za/westfalia-shap… https://t.co/v9JtO5rnWQ,Neutral
588,"Backed by over 190 committed private and institutional investors, #PHENOGY has made great strides in becoming a global player in sustainable energy storage.

We interviewed their CEO - Peter E. Braun, in #Davos2023 👇

cbsnews.com/video/we-energ…

#Energy #sustainability https://t.co/wrTChZx79w",Neutral
589,"The #newyear is the perfect time to broaden your horizons, take on new challenges, and enrich your mind with some good reads. Dive into our January top picks to stay up-to-date on the latest in #sustainability and health and well-being &gt;&gt; bit.ly/3HiBrcr",Positive
590,"#Climatechange is increasing the vulnerability of some people to #HumanTrafficking.

In 2021, 23.7 M people were internally displaced by disasters, while many crossed borders to escape #climate-induced #poverty.

🆕 @UNODC Report: bit.ly/3HgfonQ 

#EndHumanTrafficking https://t.co/N9jFwliN80",Positive
591,"We are in the midst of a #ClimateCrisis and now more than ever we need to figure out how to confront it. 

Watch this fascinating and eye-opening discussion on #ClimateChange hosted by @HumanistClimate. youtube.com/watch?v=KfmFQi…  

#OneLifeOnePlanet #nature",Positive
592,"Our climate crisis comes with a price!

Addressing the impact of #climatechange comes at a cost, particularly in developing nations. The cost could go up to $1.2 trillion per year by 2060, unless rich countries pay up their #climatedebt—APMDD.
READ: bit.ly/3DnZoxD https://t.co/mvSSvqGbU9",Positive
593,"It is our pleasure to announce that Knowledge Lens will be exhibiting at this event. Take part in making our environment a cleaner, healthier one by visiting our stall no 13 at the event.

#envirotech #iessg #sustainability #environment #sustainabledevelopment #zerowaste https://t.co/J6unwY6mGj",Positive
594,"Studies show that continuously monitoring a building's energy systems can lead to a reduction of 10% to 15% in annual energy bills
#MinionLabs #EnergyEfficiency #EnergySavings #Sustainability #monitoring #energysystems #buildings #energybills https://t.co/XIEBF9dyg2",Positive
595,Do as I say not as I do... The #hypocrisy is off the scale #ClimateChange #Grifter #doublestandards https://t.co/kX1zibdhMz,Positive
596,"With our 'Kia Sustainability Movement"" at the #KiaAutoExpo23, we got a chance to convert hundreds of plastic bottles into a hope for a better &amp;  #AnInspiringTomorrow

Stay tuned for more! 

#Kia #KiaIndia #MovementThatInspires #Technology #Future #Sustainability #Inspiration https://t.co/IiO62FAoag",Positive
597,Competition heats up for U.S. direct air capture program dlvr.it/Shj2j0 #ClimateChange,Positive
598,"Top 5 Solar Home Systems on sale NOW: Solar Home Lighting Systems are ideal for homes looking for ways to minimize electricity bills. #action #environment #nature #science #solar #energy #india #climatechange #ForThePlanet
Buy Online &gt; greenassets.in/post/top-5-sol… https://t.co/XtQXGKmlNG",Neutral
599,"Cassava isn’t just delicious to eat - it’s also a great resource to help our planet. 

Help our planet and choose cassava bags!

#zerowastepackaging #climatechange #globalwarming #noplanetb #plasticfreeliving #compostablepackaging #saynotoplastic #loveearth #bagasse https://t.co/pq8vOep4qz",Neutral
600,"The certificate course offers a complete guide to start an enterprise in solid waste management. Registrations are open ipcaworld.co.in/project/Certif… 
.
.
#sustainability #SWM #solidwaste @ashishipca @terischool @moefcc @swachhbharat @EduMinOfIndia https://t.co/OZ9Qi4SnBZ",Positive
601,"Indian innovations like these are making landmark progress in the fight against plastics, find out how in our new “Innovation in Plastics: The Potential &amp; Possibilities” Playbook: bit.ly/innovations-in… 

#Plastic #PlasticPollution #PlasticWaste #Environment 
@mathewjose87",Neutral
602,"Positive enviromental changes coming from England! The government sets out a major plan stating that every household will be within a 15-minute walk of a green space or water. 
ow.ly/QGIN50MFb2s
#water #sustainability #wildlife #england #naturepositive",Negative
603,"Positive enviromental changes coming from England! The government sets out a major plan stating that every household will be within a 15-minute walk of a green space or water. 
ow.ly/qrEy50MFb23
#water #sustainability #wildlife #england #naturepositive https://t.co/ujJXri44VF",Neutral
604,"Positive enviromental changes coming from England! The government sets out a major plan stating that every household will be within a 15-minute walk of a green space or water. 
ow.ly/qUIB50MFb1I
#water #sustainability #wildlife #england #naturepositive",Neutral
605,"The Aquifer is not focused on highlighting the problems in our world, we are focused bringing together the solutions, the people and the projects that are making a difference. 

#Sustainability #climate #ClimateEmergency",Neutral
606,"Is sustainability too difficult for humanity to attain?

Do all those commitments eventually lead to better decisions and actions?

#ClimateActionNow 
#SDGs 
#Sustainability https://t.co/esIFphPnd2",Negative
607,"@ChristineMilne TBH - Chris Bowen is the “Minister for Climate Change and Energy”

… 🤔 In itself a deceptive and contradictory title, as it seems he’s trying to increase human influenced #ClimateChange by increasing #Energy consumption and an #offset scam.

#auspol",Neutral
608,"Environment department to sensitise students to climate change.

#11DaysForEarthsHealing #11DFEH #ARDEAF #Eartherian #climatechange #environment #sustainability #nature #globalwarming https://t.co/CNg6SdBxdS",Neutral
609,"#Oceans make the main regeneration of world air
However the increase of sea temperatures decrease the amount of gases dissolved in water, decreasing photosynthesis and killing plankton rpujolviven.blogspot.com/2017/03/temper…
#GlobalWarming #climatechange #ClimateCatastrophe",Positive
610,"Paramount Looms Pvt. Ltd. announces live demonstration of their latest rapier machines with mechanical dobby and electronic jacquard machines
textilevaluechain.in/news-insights/…
#textile #garment #textilemachinery #textilenews #apparelnews #textileindustry #technicaltextile #sustainability",Positive
611,"Explained | What is El Nino that could emerge in 2023 leading to severe drought in India 

#ElNino #drought #climatechange 

Read More -
climatefactchecks.org/explained-what…",Positive
612,"Ghulam Mustafa Malik, a progressive farmer from Dandina village in central #Kashmir's #Budgam district has converted 23 kanals of brick kiln into fertile land with the help of the agricultural department in Budgam under the #climatechange scheme.

#JammuAndKashmir #NayaKashmir https://t.co/FZRxbAX4JJ",Positive
613,"President Cyril Ramaphosa Addresses Energy Crisis in Weekly Newsletter, Leaving Citizens Disturbed #SustainableEnergy #Sustainability #SolarSystem #EnergySustainability [Video] dlvr.it/Shj25x",Positive
614,"In fact in XIX century
But then #climate was Too cold rpujolviven.blogspot.com/2016/12/percep… #ClimateCrisis #ClimateEmergency #ClimateCatastrophe 
When did scientists first warn humanity about #climatechange? livescience.com/humans-first-w…",Positive
615,People who live on cliffs be like #ClimateChange https://t.co/ZDrZdckbpV,Negative
616,Mixing between species reduces vulnerability to climate change: study - SHINE dlvr.it/Shj1wn #ClimateChange,Negative
617,Global warming is a real and urgent threat to our planet. We must take action now to protect our environment and future generations. #ClimateChange #ActOnClimate #SaveThePlanet https://t.co/S1PA8Pytcn,Neutral
618,"Borosil expands solar glass capacity in India to 1,000 tpd: Gujarat-based Borosil Renewables has started trial production from its third solar glass furnace, raising its capacity in India to 1,000 tons per day (tpd).… dlvr.it/Shj1m2 #solarenergy #solar #sustainability https://t.co/19lxcEjGcN",Neutral
619,"Social, economic and environmental #sustainability all work together to bring all of us more tomorrow than we have today.",Neutral
620,#WhosNext?  Crop dusters?  This is how #AI powered #Robots cut pesticide use by 95%.  (World Economic Forum) #AgTech @wef #Automation #Robotics #Environment https://t.co/XVwIpVNaa1,Positive
621,"Cairo people are literally paving the way for a greener, cleaner Cairo! @EGYPTAIR 

#cairo  #egypt  #climatechange  #plastic https://t.co/Bj6Sg03YIr",Positive
622,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/ERZf8VUexe",Positive
623,Billions were wasted by a failure to plan for a pandemic (while other countries did). Billions have been wasted by a failure to plan for energy resilience. Billions more will be wasted by a failure to plan for the #climatecrisis we need competent leadership #Sustainability,Positive
624,"@UnicefTajik works to create safe and quality #environment and equip girls and young women with skills to thrive in using #digital tools. W/ the support of @euintajikistan, girls learn basics of #ICT and enhance their preparedness from #learning to #earning. https://t.co/KD3s1D87Pj",Neutral
625,"While the cost-of-living crisis (i.e. #inflation) is viewed by experts as the most urgent issue over the next 2 years, they do not foresee price increases to be a real threat 10 years from now, when the four most serious risks to the world are connected to #climatechange https://t.co/XMZheRQX1O",Positive
626,"UK economy to fare worse than any other country in developed world this year, IMF forecasts - Sky News

“while the broader global economy was doing better than expected, the UK economy would face a downgrade”

#sustainability #costofliving #energycrisis  apple.news/AjQBaKtDaRQ6HB…",Positive
627,"Indonesia, the world’s largest seaweed exporter, is considering the commodity’s use in producing bio-crude to help reduce the country’s reliance on costly imported crude. #Energy #Environment #Indonesia #TheJakartaPost

asianews.network/funding-resear… https://t.co/EatgSeEnHY",Positive
628,"We are thrilled to have the esteemed Ms. Anagha Mahajani, a seasoned professional in social development and sustainability, as a panelist at our CSR Meet.

Only few days left for registration. Book your spot today!
indiadonates.org/events/synergy…

#CSRSummit #CSR #Sustainability #NGO https://t.co/mupOwesfxF",Positive
629,Have you seen the new #condudisc for #EV charge points? Why risk driving rods?  The #future of #earthing is here #earthingwithoutrods #doitright #doitonce #yoursafetymatters #design #success #sustainability earthingservices.com/condudisc/,Positive
630,"#Bangladesh become first country in Asia to receive a loan ($1.4 billion) from @IMFNews ""Resilience &amp; Sustainability Fund"" (RSF).The RSF fund is for countries with low incomes, high debt burdens, high costs to deal with #climatechange risks, &amp; deficits in development spending. https://t.co/2QeFynZ42q",Neutral
631,"5.3% of energy is created by biomass, 0.9% is coal along with 12.4% being gas, 14.9% is nuclear and 1.6% is hydro, 0% is solar with 58.2% being wind, 0% is other ways and 6.7% being imports (#ClimateChange)",Positive
632,Go organic for a healthier you &amp; planet 🌍 Say goodbye to harmful chemicals in daily products. Studies show organic has higher vitamins &amp; minerals. Good for you &amp; the earth! 🌞 #OrganicLiving #Sustainability https://t.co/fIHLRSTo3U,Neutral
633,"Don’t denigrate Earth. And time Pakistani govt for a change listened to architects. Let’s reduce cement and #emissions. Let’s pay heed to people like Shahid Khan, Yasmin Lari and Arif Hasan! #zerocarbon #climatechange #floodsinpakistan https://t.co/m63GVzsNIN",Positive
634,"YouTube mass-deletes anything it wants orfinds unsuitable.
This is an attack on freedom of speech. This isa direct attack on democracy.We need to bring some noise to stop this!#youtuberepression
#democracyunderattack
#freedomofspeech
#youtubeagainsthumanity
#ClimateChange https://t.co/RMn7KACofx",Neutral
635,"The 5 golden elements of communication on #climatechange: creating hope not fear; Storytelling; 2-way engagement; science in small doses; Individual, family, community action - @atimamankotia at ‘Breaking the Barriers: Communicating Climate’ workshop by
@ngo_smart in Chennai https://t.co/vJul0WQTrh",Neutral
636,"No more plastic cups onboard ⁦@AlaskaAir⁩!

#alaska #alaskaairlines #unitedstates #usa #us #news #plastic #sustainable #sustainability #environment #planetfriendly #airline #aviation #travel #business #climate #seattle

Read the full story here: ihaviationandtravel.com/2023/01/29/no-…",Neutral
637,"Under the three pillars of #ClimateChange, #BiodiversityLoss and #Pollution the #OceanSummit will convene ocean visionaries in roundtable discussions, high-level interviews, and cross-sector panel sessions. 

Register: bit.ly/3H86eIX https://t.co/UTiitnLRqh",Neutral
638,"An Exemplary Entrepreneur Exhibiting Impactful Leadership in the Construction Sector
Visit More : bit.ly/3HjrH1q
#leadership  #construction  #entrepreneur  #productivity  #sustainability  #buildingindustry https://t.co/JOXCND2pAY",Neutral
639,"#Energy and #sustainability news you'll want to read. Subscribe for the latest stories shaping the business and energy world, curated by Schneider Electric experts: spr.ly/60133eynx https://t.co/KLfV9qeHH7",Neutral
640,"Another Win for Renewables.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland",Positive
641,"Estimates place the global market for laminating adhesives at $4.33 billion by the end of 2027.
textilevaluechain.in/in-depth-analy…
#adhesive #lamination #technology #environment #manufacturer #adhesivemarket #packging #environment",Neutral
642,"In my first paper, @FulcoLudwig, @dr_firelady, Robijn Brongersma, @spaparrizos, Carolien Kroeze and I, look at ""how to govern wildfire in a #climatechange context: lessons from #watermanagement in the #Netherlands"". 
@PyroLife_ITN @WUR @WURenvironment
fireecology.springeropen.com/articles/10.11…",Neutral
643,'Blue marble': how half a century of climate change has altered the face of the Earth - The Conversation dlvr.it/Shj0Br #ClimateChange,Neutral
644,"We MUST keep our eye on deforestation. More importantly we MUST reverse it!

50,000 Hectares of forest are destroyed every day.

Let us set up a sustainability strategy for you.

#giftatree #sustainability #corporatetreeplanting #corporatetrees #deforestation #planttrees https://t.co/LB2Zrcuwh4",Negative
645,"#AskMeAnything for #Budget2023

Q1). Will present day Economists ever talk about Self-Sustainable Economics instead of UnSustainable #YoY #MarketEconomics of #Consumerism?
Q2). Can Humanity fight #ClimateChange without Sustainable #NaturalEconomics centered on REAL #CONSERVATISM? https://t.co/RUDTYIzkCH",Neutral
646,"Are you interested in how much #sustainability substance is in #urbanvisions?
New episode about whether visionary #urbanplanning can help with economic decline, social injustices and environmental degradation.
Find out more in the episode and share it, links in the first comment! https://t.co/qhbMiNVeAK",Negative
647,"#Windenergy once again proves to be a reliable source of #energy able not only to tackling #climatechange but also of providing affordable energy. With almost 250MW in operation in 🇬🇧we want to contribute to the realization of an economy powered by #cleanenergy.
#SDGsContributors",Neutral
648,"#Generalelections: Whither #climatechange in their manifestos? environewsnigeria.com/general-electi… via @environewsng
#NigeriaDecides2023 @inecnigeria @OfficialAPCNg @OfficialPDPNig @NgLabour @gifsep4climate @miketerungwa @MohdHAbdullahi @DrSalisuDahiru @FMEclimate @TerrenceMJ @adebotes",Positive
649,Climate change champion! #hypocrisy #ClimateChange,Positive
650,"My latest coaching session was about ""Leadership in a Crisis,"" and I thought I share my thoughts in the next couple of posts.

#leadership #career #environment #sustainbility #blockchain #technology #creativity #un1010 #xpleadership https://t.co/AOa2rVthFK",Negative
651,"Pakistan has been one of the nations most affected by #ClimateChange recently, with millions displaced due to floods. 

#ClimateMigration is not theoretical, it is our reality. 

Voices of youth and climate justice activists such as @GretaThunberg are key in raising awareness. https://t.co/kyhjpqoGHk",Negative
652,"Did you recently support environment ?
Upload its video on the ESF Mobile App and get Certificate of Appreciation from ESF and Free Registration to 4th SEE Summit by clicking to the link : srcouncil.in/registration
#environmental #Sustainability #registration #esf #src #support https://t.co/FX8I83TbMN",Negative
