Unnamed: 0,content,label
99,India surpassed one million EV sales in 2022: Electric vehicles (EV) sales in India soared 212% year-on-year to surpass one million mark in 2022. dlvr.it/ShjY9y #solarenergy #solar #sustainability https://t.co/hORvPilvhC,Neutral
100,"The American telecommunications giant @TMobile aims to achieve the coveted net zero goal by 2040, is building on a solid legacy of sustainability

#Tmobile #Sustainability #NetZero 

 sustainabilitymag.com/articles/t-mob…",Neutral
101,"💡 As well as being empowering in itself, #Education is one of the most powerful tools by which economically and socially marginalized children and adults can lift themselves out of poverty and participate fully in society.
#RightToEducation #Sustainability #HigherEducation https://t.co/ZYkwCdwDYu",Negative
102,#Exclusive: #ESG is now firmly a boardroom issue – yet many of those boards still struggle to understand it. Georgina Hayden explains how the events of 2022 have changed the ESG landscape. Read now: enlit.world/finance-invest… #climate #energytransition #environment https://t.co/wGNH7oLe7o,Positive
103,"Read this second blog in a 4- part series on the #MumbaiClimateActionPlan, where @WRIIndia’s @LRangwala, @PruthaVaze &amp; @AmritaC58155427 discuss four equitable climate actions that can help safeguard Mumbai’s vulnerable communities from #ClimateChange: 
bit.ly/3XR1G0C",Neutral
104,We’ve partnered with ecologi to plant 1 tree with every order placed through our website no22home.co.uk #treeplantation #environment https://t.co/RzVEIKx48x,Neutral
105,"Elated to announce that we are organising a conference in collaboration with Rajiv Gandhi University of Arunachal Pradesh! We invite scholarly papers on different themes focussed on India's Northeast. More details in the poster.
#northeast #India #tribal #environment https://t.co/5df2F67qFQ",Positive
106,"African urbanisation at the confluence of informality and climate change by @BtheFinn @PatrickBrandful 
ow.ly/mSXL50MFjoj 
#DebatesPaper #informality #ClimateChange https://t.co/L06wt93aWv",Positive
107,"Crypto backed by business is the future 🪟

From Blockchain Technology to Future Farming Solutions, the @GroveToken Ecosystem is bringing the future to life. 🌳

grovetoken.com 

#GroveCoin #hydroponic #FutureFarming #Sustainability #blockchain #Cryptocurrency #gogreen https://t.co/Vr95UTCz2L",Positive
108,"Green Inclusive Business Champion 2022 - Official Promo Video
#GreenIBChampion2022 #gibc2022 #greentech #greentechfoundationbangladesh #greenentrepreneurship #sustainability #bangladesh #finance #entrepreneurs #startup https://t.co/TVnO3z66TZ",Neutral
109,Bringing Science and Innovation to Feed and Heel a Growing World Impacted by Climate Change - CBS News dlvr.it/ShjXc6 #ClimateChange,Positive
110,Have you seen our latest news on @PSEnergyManager? We've been named a supplier on the @gov_procurement's RM6313 - Demand Management and #Renewables Dynamic Purchasing System to support the #publicsector with their #energy and #sustainability management. Read more:,Positive
111,"Act as if what you do makes a difference. It does.There is always a way forward ,Together we can make it happen...#consciousliving #environment #Millets https://t.co/U6SZ4AaExB",Neutral
112,It is time we all start doing our part so that our #planet can prosper. Let your #voice be heard &amp; make clear to those who lead that we cannot waste this #opportunity. We must all be the #solution. #CommunityParticipation #SDG13 #Sustainability @antonioguterres @AminaJMohammed,Positive
113,Protesters interrupt debate of anti-protest bill in House of Lords – video dlvr.it/ShjXSy #ClimateChange,Positive
114,"Sensoneo provides complete end-to-end solutions for smart #wastemanagement combining hardware and software. All our products are a result of internal R&amp;D, brining #innovation and #sustainability into waste industry. 

Read more on sensoneo.com https://t.co/cIbIp1Gxiy",Neutral
115,"Very excited! Looking forward to more training from @3D360ltd…
#Sustainability #MakerSpace",Neutral
116,"Don't forget to check out the latest webinar recording from our #Sutainability &amp; #ClimateChange Task Group. 

January's session featured an excellent presentation by Aparna Tandon on the @ICCROM #NetZero: #Heritage for Climate Action project 👇",Neutral
117,"With the new year well underway, @Britner talks to key industry players about the biggest challenges facing the trade in 2023 @wstauk @wsetglobal @beerandpub @fxcbrands @ScotchWhiskySWA #DrinksRetailing #CostOfLivingCrisis #Sustainability
drinksretailingnews.co.uk/news/fullstory…",Neutral
118,"There are 2 interesting research vacancies @NoviaUAS in the realm of #EnergyTransition and #Sustainability transformation for a 5-year period. Don't miss the chance to join a pleasant, thriving community in the beautiful city of #Raseborg 🇫🇮.
#JobVacancy
novia.rekrytointi.com/paikat/index.p…",Neutral
119,Would you like to be more sustainable at your next exhibition? @citysigns share their top tips for how businesses can become more #sustainable at events&gt; citysigns.co.uk/top-tips-to-ai… #WorcestershireHour #Ad #Sustainability #ExpoBanners #EcoExpo https://t.co/1ofwO9WxEb,Neutral
120,"Want to see an AI view on how we can tackle sustainability using AI, then read on for this interesting round table #AppsMgt #Sustainability #AI

capgemini.com/insights/exper…",Positive
121,like the sound of a cold wind https://t.co/cDntSHoD0K #ClimateChange #SaveTheWorld #ClimateAction #ToriesUnfitToGovern #twitterposts,Neutral
122,"The world needs to reduce the carbon intensity of economic activity 11 times faster than the global average achieved over the past two decades. Read more on : lnkd.in/enFyBq3r
#climatechange
#climateaction https://t.co/mEOgN3Fwaz",Neutral
123,The last thing we need is another framework that will take a further ten years to adopt.We do not have that luxury. We need to take #ActionNow because #Climatechange catastrophic will not wait for us to adapt another #SDGs or #ParisAgreement.@simonstiell @andersen_inger @IPCC_CH,Positive
124,"“PCB has written to the guild urging it to comply with the norms of plastic carry bags, #NoisePollution control &amp; overall management of garbage being generated at the fair,"" says state #Environment minister Manas Bhunia.

#Kolkata #MyKolkata #TheTelegraph

telegraphindia.com/my-kolkata/new…",Positive
125,"I do a lot of walking. And I often find that I have music in my head that just won’t go away – earworms of things I want to create or things that are in there that have to come down.

-- Composer @JenniPinnock talks to @AidanBaker

#Music 
#ClimateChange

eastangliabylines.co.uk/i-like-the-dis…",Neutral
126,PM calls for enhanced efforts to address climate change - The Nation dlvr.it/ShjX3H #ClimateChange,Positive
127,"Another Win for Renewables.

#svenvanzanten #solar #renewables #climatechange #sustainability #Environment #Energy #CleanEnergy #electricity #solarenergy #SolarPower #energietransitie #zonnepanelen #klimaat #Nederland",Positive
128,"Did you know that both high and low temperatures have an impact on EV batteries and performance? 
bit.ly/3WlACpo via @cleantechnica #EVs #sustainability",Positive
129,Well water won’t be a problem 😅 At last the decision to open the Cumbria coal mine makes sense! #climatechange #sealevelrise https://t.co/rW494YCE5I,Positive
130,"Let's work together for the #sustainability of future #telecom networks 📡🌱

The second batch of #6GSNS Calls is open, find out more about it and contact us to develop a joint project proposal: bit.ly/3Y95Y2X

@6G_SNS @HorizonEU @MoniqueCalisti  #ZeroPollution #GreenICT",Negative
131,"BREAKING: Plans to restore nature, improve environmental quality, and increase the prosperity of our country set out by the government today as it publishes its Environmental Improvement Plan 2023:

watermagazine.co.uk/2023/01/31/fiv… #water #environment #watermagazine",Negative
132,"Looking for a more #sustainable UPS?

#eConversion mode typically provides a 3x reduction of the UPS electricity consumption. Learn the difference between ECO mode &amp; Double Conversion mode &amp; how it saves energy to contribute to your #sustainability journey spr.ly/60113e3ED https://t.co/uEVBNzMpp0",Positive
133,"CTEK's charger wins UK E-Mobility award

@batterycharger #award #ElectricVehicles #EVcharging #electricalcontractors #installers #emobility #event #product #charger #solution #EV #Sustainability 

Read the full story here: electricalcontractingnews.com/news/cteks-cha…",Positive
134,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/XIpSf3v4Tn",Positive
135,"More than one in four Irish children test positive for weedkiller chemical glyphosate as EU debates banning it

bocvip.com/300584/more-th…

#Environment https://t.co/x5YpnUkl29",Negative
136,"Recycled paper is an environmentally friendly and cost-effective way to help save trees and reduce carbon emissions. 

Check out our website: bloombugg.com

#eco #ecofriendly #sustainable #sustainability #sustainableliving #nature #environment #savetheplanet #gogreen https://t.co/VmhOxSQ0OK",Negative
137,"Read the story- dissenttimes.com/blue-economy-p…

#Globalization has led developed countries to harness fossil fuels for the Red Economy but with #climatechange affecting our planet, it is important to focus on the #Green #Economy. It helps to have more sustainable growth and development.",Neutral
138,"@DrEliDavid Fun fact, @BillGates in one trip impacts positively the world with his agenda and actions wrt #climatechange more than I and thousands like me do whole year",Neutral
139,"Community engagement is a critical part of a #ClimateAction plan;we should create #solutions to face the #challenges confronting us due to #ClimateChange.This includes reducing our #carbon imprint,as well as measures to become more #resilient to the #challenges of #ClimateChange. https://t.co/fbqYauWrHv",Positive
140,The Red Sea Could be a Climate Refuge for Coral Reefs dlvr.it/ShjVjD #ClimateChange https://t.co/ecLE6iisnb,Negative
141,"Found myself in an #economy #botany #lecture listening to intriguing concepts about how #cassava can help poorest of the poor nations attain #foodsecurity. And the question I kept asking myself is ""Will the impact of #ClimateChange allow that to happen?🤔If no, what are we doing? https://t.co/nwSKBzuRug",Neutral
142,"The @PortOfLongBeach aims to become the world’s first zero-emissions port

♻️ Building on nearly two decades of green initiatives, the port is establishing a Zero Emissions, Energy Resilient Operations program – called ZEERO

#sustainability
@splash_247 
splash247.com/port-of-long-b… https://t.co/QDoXn8wNNo",Positive
143,"Symphony Environmental India is dedicated to revolutionising the plastics industry by making it smarter, safer and more sustainable. Join us in this journey towards a greener world.
#Sustainability #zerowaste #wastereduction @Pif_PLASTINDIA https://t.co/NZYkzfu57D",Negative
144,"Having already endured some of the world’s longest school closures due to the pandemic.

Children are experiencing yet another threat to their future with their schools dismantled by the floods. 

#RaceAgainstTime #ClimateChange #floodsinpakistan #Children https://t.co/DIGLdY7PJB",Positive
145,"Mood in nature is always in circular cheer.

Get inspired from nature. Switch from linear lifestyle of ""make, use &amp; throw"" to a circular lifestyle.

#renewablematerials ​#carbonfootprint #climatechange #sustainable #globalwarming #sustainableliving #circularity #circulareconomy https://t.co/zXAvRQEbZa",Neutral
146,"Minus 70% power consumption last year!
We are very proud, the modernization of the GÖCH office has led to great energy savings! 
An office has incredible potential for savings. Have you found yours yet?
#Sustainability #energybills #climate https://t.co/bw673GCEA2",Positive
147,#ClimateChange Is Affecting Crop Yields And Reducing Global #Food Supplies #climate #drought #climatesolutions #climatecrisis tinyurl.com/yxv552vf,Neutral
148,"Just Landed! 

Introducing 
@FOHInc

See the award-winning 𝗦𝗨𝗦𝗧𝗔𝗜𝗡𝗔𝗕𝗟𝗘, hospitality and food service brand for yourself on our stand at 
@catexexhibition
 2023. 

Stand E3 from Tuesday 21st – Thursday 23rd February👋

#Sustainability #FOTH #WeAreBunzl #Catex2023 https://t.co/R4KDzz53C5",Neutral
149,"Why are the planets aligning for #sustainability to become mainstream?
What are the economic benefits of #greengrowth?
How sustainability strategies can help accelerate #innovation and #digitaltransformation?
What is the role of #data, #analytics and #AI…lnkd.in/e3etdqgg",Positive
150,"Did you know that #ClimateChange is not just about warming temperatures? In fact, more deaths occur from cold temperatures than hot temperatures. It's important to understand the broader impacts of a changing climate. #GlobalWarming #ClimateAction",Neutral
151,"Adveco looks at why solar thermal applications remain one of the best ways to decarbonise hot water without driving up operational costs… bit.ly/advecosolar
#solarthermal #heatpump #netzero #waterheating #decarbonisation #sustainability #drainback #solarcollectors https://t.co/HiOigNdYjp",Neutral
152,"A permanent position is open in our lab 
@UMR_Herbivores
 on the design and modeling of agroecological livestock farming systems ➡️  jobs.inrae.fr/en/open-compet… #agroecology #grassland #croplivestockintegration #sustainability #ecosystemservices #impacts #INRAErecrute #JobAlert 🐮🐑 https://t.co/bYxwlJYIEr",Negative
153,"Join us for the #plantation and let us together plant for the posterity. If not now, there ain't a time to ameliorate our environment.
Let's #think and #act today.

Registration compulsory (Register at)--&gt; bit.ly/plantation4feb…

#thuvakkam #urbanforest #volunteer #environment https://t.co/jqi0i9YX2o",Positive
154,"We're not the only podcast in town to champion building better in the face of a climate emergency.

@ZeroAmbitions21 @ArchitectsJrnal @JNaturalBuilder  

Who else are we missing?

#ClimateEmergency #ClimateChange #Sustainability",Neutral
155,"While pursuing growth of the #blueeconomy sector, the environmental #sustainability and social equity aspects must also be understood using science, #technology, finance and innovation, note @ssmumbai &amp; @DrNilanjanG or-f.org/115670",Neutral
156,"Climate change “fingerprints” on large 2022 losses. Cat losses over $100bn for a fifth year, finds @GallagherRe_. bit.ly/40eTOre #climatechange #losses #fingerprints #naturalcatastrophe #milestone",Positive
157,"Supply chain software is taking center stage as companies adjust to a “new normal” operating environment.

bit.ly/3BJZLPK

#Supplychainmanagement #Trackandtrace #Supplychains #Sustainability #Logistics #Industry40",Neutral
158,Recycled PET is in limited supply and the textiles and packaging sectors may soon be in fierce competition for it to meet their ambitions #sustainability targets. Discover more in our latest insight. okt.to/Ff7Nn5 https://t.co/nkDNgIQeIz,Neutral
159,Modular Construction: Off-site and On Trend with @Consort_HW buff.ly/3kHEHpV #Sustainability https://t.co/nJ16hKQx5m,Negative
160,"Under the motto Rethink the System, we help companies implement sustainability solutions such as SAP Product Footprint Management in combination with SAP S/4HANA.
#sustainability #sap #s4hana #tsystems #rethinkthesystem
 link-shortener.io/melCPGhMx7WxII… https://t.co/EMDaxFlhoP",Neutral
161,"#GivingTuesday: Cold snowy days mean hibernation for many, but for some, they mean survival.

#SnowLeopards🐆 help maintain mountain ecosystems🏔️, but loss of habitat &amp; #ClimateChange threatens them.

Donate to support their conservation in 🇮🇳: bit.ly/3BxZrqf.

@Ketto https://t.co/TTgcG6cu8E",Positive
162,"AGRICULTURE6.0 aims to develop a smart platform for #monitoring &amp; #digitizing #agriculture, for woody crops to reach #sustainability &amp; #competitiveness of the sector while bringing the #primaryproduction closer to #digitalsociety.
#AgriTech #STEM #research 
@UPV @midra_i @UV_EG",Positive
163,"Graves sink, fisheries shrink as climate change hits... - The Malaysian Reserve dlvr.it/ShjTrR #ClimateChange",Positive
164,"StoreDot partners with Circulor to deliver EV materials supply chain transparency @StoreDotLtd @Circulor1 #ElectricVehicles #batteries #materials #SupplyChain #Sustainability 
newelectronics.co.uk/content/news/s… https://t.co/Vpugbs8gbQ",Positive
165,"Discover our new styling tool - Circular Creativity, get inspired by our inspirational color combination and #createyourownstory for your packaging design.

Request your samples via: lnkd.in/eMUEvMGB

#sustainability #pigments #trendcolor2023 #plasticpackaging https://t.co/CXPZPY8uJy",Positive
166,"📢We're pleased to welcome @anew_climate as our newest member! 

A leading #climatesolutions company, Anew will take part in our SOS 1.5 working group &amp; will continue to implement its #sustainability ambitions in collaboration with like-minded partners: 
👉bit.ly/3kUQeCx https://t.co/L4sBfZ1ljV",Neutral
167,"70% of technology sourcing leaders will have environmental-sustainability-aligned performance objectives by 2026: Gartner - bit.ly/3l0wfSI | #Environment #IT_Vendors #leaders #sustainable #Technology
bit.ly/3l0wfSI",Neutral
168,"Many #mining companies perceive OTR #tyre #recycling to be expensive, but Kal Tire’s Dan Allan says that it will help #businesses towards their #sustainability #goals #whyafrica #whymineafrica #ESG @KalTire @tracycobb 
whyafrica.co.za/building-susta…",Neutral
169,2/ Social Responsibility - More and more customers are looking for businesses that prioritise #sustainability and #socialresponsibility. Companies need to start taking active steps towards this goal.,Neutral
170,"📢We are now announcing TWO new PhD positions and ONE new postdoc in Sustainability Science at @LUCSUS_LU @lunduniversity.  

Read more &amp; apply ➡️lucsus.lu.se/article/new-po…

#Sustainability #science #phdjobs #phdpositions #postdocjobs @DrTorstenKrause @MineIslar @emmalijohansson https://t.co/TgjlQWvU4U",Positive
171,"🍆 Images of Eggplant crops in #Almeria, with BrioAgro's Smart Irrigation technology 
👉 brioagro.com

#brioagro #sustainability #agriculture #sustainablecrops #agriculturalinnovation #energeticsaving #smartirrigation #watersaving #agriculturalfarm #fertilizers",Neutral
172,"➤ More energy-efficient clouds now in sight! 😀 @umeauniversity and @EricssonLabs has developed an online portal that makes it possible to ""peek inside"" the processes in a data center – in real time #️⃣ #Ericsson #Cloud #Sustainability #EnergyEfficiency t.eric.sn/3HJ8eZk",Neutral
173,"Investment in renewable energy, electrified transport and green tech reached $1.1 trillion in 2022—tying global investment in atmosphere-warming fossil fuels for the first time - Source Bloomberg #sustainability #Greentransition #renewableenergy",Positive
174,@JebraFaushay Nobody is going to address the white elephant in the room? #ClimateChange is bringing snow to Saharan Africa. #GlobalWarming,Neutral
175,Maximise the success of your business with proper energy planning! Check out our latest blog post for insights &amp; tips. #EnergyPlanning #BusinessSuccess #Sustainability 💡💻💰 weareinteb.co.uk/2023/01/24/the…,Positive
176,"@corporateknight published their #Global100 list of the most sustainable corporations of 2023 and Coloplast were ranked as the most sustainable #MedTech company in our industry.
#Coloplast #MakingLifeEasier #Sustainability https://t.co/QIueF19Tc5",Neutral
177,"Is advanced recycling the answer to plastic waste?￼ greenstories.co.in/is-advanced-re… 
 #climatecrisis, #environment, #getgreengetgrowing, #gngagritech, #greenstories, #landfills, #plastic, #recycling, #waste, #wastemanagement, #Wastetoworth, #whether",Neutral
178,"Swiss startup presents hybrid EV batteries that recharge in 72 seconds
#EVs #electric #batteries #sustainability #hybrid #netzero #emissions #technology 

traveltomorrow.com/swiss-startup-…",Neutral
179,"Image a world where growing food is an obligation and preserving them is a duty. We therefore must educate our young population on the importance sustainable feeding. 

🔴 How do we make agriculture attractive to younger generations? 

 #foodcrisis #climatechange #advocacy #sdgs https://t.co/aYAN017VG3",Neutral
180,"Want to get the ESP Update directly in your mailbox? Sign up here: es-partnership.org/sign-up/

#ecosystemservices #news #science #policy #sustainability #nature #naturebasedsolutions #biodiversity https://t.co/KE0W2c5Fth",Negative
181,"This collection tinyurl.com/3bhh7zp6 consists of resources that serve as a key reference tool and strategies, intending to give guidance for natural resources in conflict context

#Environment
#Conflict
#Naturalresources https://t.co/IEWlZNlXiX",Positive
182,"US dials in to iron-air batteries to green its grid

Two retiring coal plants will be fitted with 100-hour iron-air battery technology to integrate renewable and maintain grid stability

@xcelenergy
@FormEnergyInc

#energycrisis #climatechange #netzero 

energylivenews.com/2023/01/31/us-…",Positive
183,"Scientists find new plastic loving bacteria able to cross oceans greenstories.co.in/scientists-fin… 
 #bacteria, #environment, #getgreengetgrowing, #gngagritech, #greenstories, #hitchhike, #kalingatv, #natural, #oceans, #plastic, #plasticlovingbacteria, #plasticpollution",Positive
184,DR Congo delays rainforest oil auctions dlvr.it/ShjSnN #ClimateChange https://t.co/Rdn4cQOttY,Positive
185,"Sacred Forests of 10,000+ trees will be planted in Village Dhalewa, Mansa.. 
We congratulate ICICI Foundation for planting 10,000+ saplings in Village Dhalewa, Mansa under their CSR initiatives.
#EcoSikh #plantforests #forestlife #GuruNanakSacredforest #Environment #nature #Earth https://t.co/1EEIyrtaOR",Positive
186,"Demand for green metals from recycling expected to grow – report greenstories.co.in/demand-for-gre… 
 #cleanenergy, #ecofriendly, #electricity, #energy, #environment, #ewaste, #getgreengetgrwing, #gngagritech, #greenstoies, #handmade, #hydrogen, #lithiumionbattery, #plasticwaste, #recycle,",Neutral
187,"We are proud to have achieved the @Cisco  #Environmental #Sustainability Specialisation, demonstrating our commitment to positive environmental change and building a #sustainable future for all @CiscoPartners ➡️bit.ly/3wtxzjQ https://t.co/A8qSzDezqi",Neutral
188,"In the future, automobile companies that showcase strong #ESG results will most likely be ones that have integrated ESG initiatives as part of their business strategy. @RandyMiller_EY explains why in his latest blog  ⬇️

#Sustainability #ElectricVehicles #FutureOfMobility",Neutral
189,"New electricity generation projects should be built on renewables, as solar &amp; wind energy costs less than natural gas and fossil fuels. #Sustainability #siex
pulse.ly/ogbg0xfg9a @FrRonconi @NevilleGaunt @baski_LA @Hana_ElSayyed @Shi4Tech @enilev @kalydeoo  @AlbertoEMachado",Negative
190,"Panel 2 #EnviroPoliCon24 Understanding the Nexus between #Conflict, #Climate_Change &amp; #Environment on #FoodSecurity
“We speak very often of the impact of food security on #conflict, but we forget to speak about the impact of conflict on food security” @Alshami_farah moderator https://t.co/iKmXAMg6Wn",Positive
191,"Is your company sustainable? Does your company have a circular economy and do you recycle waste products? We want to hear from you. Contact david@kick-startpublishing.co.uk to get featured in our next sustainability guide 
#flooring #floor #sustainability #economy #green https://t.co/rDvTTaeXWp",Neutral
192,"LeoLabs announced the Jan. 30 commissioning of its Western Australia space radar to improve tracking of satellites and debris in low Earth orbit.
#spacedebris #spacetechnology #satellites #Sustainability 

spacenews.com/leolabs-commis…",Neutral
193,"Earth is on track to exceed 1.5C warming in the next decade, study using AI finds
#environment 
theguardian.com/environment/20…",Neutral
194,"We are pleased to announce that we have successfully renewed our @safe_contractor accreditation for another year and are also a Sustainability Verified Member. shj.co.uk/accreditations

#sustainability #healthandsafety #nhs #medicalgas https://t.co/fQdXZtCIy2",Neutral
195,"I Tried The Eco Brick Sustainability Trend From TikTok, And It Really Opened My Eyes To How Much Plastic I Use greenstories.co.in/i-tried-the-ec… 
#bottles, #environmental, #getgreengetgrowing, #gngagritech, #greenstories, #plastic, #plastictrash, #recycle, #sustainability, #tiktok, #waste,",Negative
196,BMW USA Expects To Triple EV Sales In 2023 As New Models Arrive ift.tt/yaIN20W #ElectricVehicles #Tesla #EV #Renewables #ClimateChange #RenewableEnergy,Negative
197,The Thwaites glaciers cork is being yanked out of the Byrd Subglacial Basin. dailykos.com/stories/2023/1…  #ClimateChange,Neutral
198,"🌍 Can our planet recover from climate change? 
👍 An increase in climate awareness, a change in public discourse and wonderful community projects are just some of the reasons scientists are optimistic that we can recover theconversation.com/climate-change…
#GoodNews #Climatechange",Neutral
199,Crypto poses more risk to the financial system than #ClimateChange &amp; investment in #FossilFuels does? 🤔 - that’s the position EU 🇪🇺 lawmakers took last week in a long-awaited draft law on banking reform ft.com/content/47fbd7… #ClimateRisk #StrandedAssets,Positive
200,"Groceries are so expensive now. Frightening. Power gone up. Going without a lot of things already but it's so difficult to manage.

Who would have thought a new govt wld be even worse than the last!?

#poverty
#climatechange
#asylumseekers
#homelessness 
#BasicsCard
#racist
#DV",Neutral
201,"IKEA increases transparency about origin of wood in products

ow.ly/MJ3Y50MFeV3

#ikea #furniture #retail #furnishings #wood #products #sustainability",Negative
202,"❓How to achieve a sustainable future for our cities🏙️? 

Try the e-learning course on @Mayors4Climate action:

🌡️#climatechange mitigation &amp; adaptation
⚡energy access 

Enroll at the #EUacademy platform 👉 europa.eu/!Uv69kX #EnergyTransition #ClimateAction @energycities https://t.co/yujV6FLZKL",Neutral
203,"At McQuillan Companies, we are committed to Net Zero Emissions by 2030.   We are one step further in helping achieve these.  We have installed 8 electric charging points at our head office and are moving to electric cars for all company vehicles.   

#electric #sustainability https://t.co/MVwEakB3DV",Neutral
204,"Atlanta's ""#CopCity"" Is Supporting Police Political Agendas At The Expense of The #Environment, Climate &amp;, #Democracy. Law Enforcement &amp; the Military routinely use local publications to push their agenda as a way of manufacturing consent❗
teenvogue.com/story/stop-cop… via @TeenVogue",Neutral
205,Climate-minded electrical companies look to improve their weakest link: the wooden utility pole dlvr.it/ShjS6p #ClimateChange https://t.co/cf4F4gldFV,Positive
206,"The warmer, wetter winter and hot dry summer of 2022 could be a taste of the future. In this online talk, Sue Fisher looks at the major impact of #climatechange on #gardens and how to mitigate the effects, with tips and practical advice.  Tickets £5 bit.ly/3XSePqf https://t.co/EPTtZjCIxh",Negative
207,"H.E. Prof. Petteri Taalas (@WMOUNHQ), Secretary-General of the World Meteorological Organization (@WMO ), elaborates on the importance of rain enhancement in dealing with the negative changes of #climatechange. 

#UnitedForWaterSecurity #UAE #WaterSecurity #CloudSeeding https://t.co/faEkiIu2LR",Negative
208,"ICYMI, all new housing in Bath and North East Somerset must be built to net-zero standards, the council has ruled.

#ukhousing #sustainability

housingdigital.co.uk/all-new-housin…",Positive
209,"Net Hero Podcast – Digital the next wave for net zero?

Is the net zero future based on 1 and 0? Will digital tech drive our emissions down?

@digicatapult
@DaveTweetsTech

#energy #energycrisis #climatechange #climatecrisis #Netzero

futurenetzero.com/2023/01/25/net…",Neutral
210,"Climate Change and Health

Persons with disabilities are disproportionately climate vulnerable owing to their greater exposure, higher sensitivity, &amp; lower ability to adapt (capability approach).

#LeaveNoOneBehind #ClimateChange #ClimateJustice #HumanHealth #ClimateVulnerability https://t.co/CmdCYDL3zB",Neutral
211,"""How Air Pollution Can Impact The Mind, Not Just The Lungs""
forbes.com/sites/jamiehai…
#Sustainability
#UNSDGs
#Tech",Neutral
212,Report: local authorities leading the way as ministers ‘drag feet’ on integrating clean air and net zero policies #NetZero #CleanAir #AirQuality #AirPollution #Environment #Cities #UK100 #CANZ mygreenpod.com/articles/clean… via @mygreenpod,Positive
213,"Great presentation from #PatRowland on how embracing change &amp; an openmindset can bring personal &amp; professional success.  

Managing your own Career Development #mycareerpath.ie 

#Sustainability for your future  
mycareerpath.ie",Positive
214,Return of #enregysecurity as prime requirement for countries #UkraineRussiaWar️ and behaviour of #European Union in 2022: #EconomicSurvey para under #climatechange and #environment section bang on target! @ETPrime_com @EconomicTimes https://t.co/N52SolftWA,Positive
215,"Our dedicated servers delivered superb performance for #blockchain firm GOSH [@gosh_shell] - without sacrificing #sustainability.

Read the case study here ⤵️.",Neutral
216,"How are your efforts to save energy going during this cold weather? 
Dominic Knower, our Sustainability Programme Manager, shares what we’re doing as a business to save energy. Read the blog
okt.to/1opVQu
#idverdeuk #energyefficient #sustainability #energysaving https://t.co/VmOMOoWnWw",Positive
217,"If you're in the New York area on Thursday, here's one for you.

A #plasticfree world.

Is it possible? I believe it is.

#sustainability #plasticpollution lnkd.in/e4xu7Bzh",Positive
218,"Green transport is the future! 🙏🙌🇪🇺💚

BREAKING: Today @EP_Transport adopted the EU cycling strategy where I have, myself, been very active. 

I believe our citizens deserve better infrastructure &amp; cleaner air 🌿

#environment #EUGreenProsecutor #cycling #cyclinglife #bicycle https://t.co/T3RPvpXUaI",Neutral
219,".@TonyJuniper saying that we need to invest in #GreenInfrastructure to improve #health, tackle effects of #ClimateChange, capture #carbon etc.",Positive
220,@blagden_david What's true for defence is true for #environment #biodiversity regulatory governance! I see a pattern emerging...,Negative
221,"A @HokkaidoUni modelling study has determined if dimethyl sulphide emissions truly work as an anti-greenhouse gas.

#GreenhouseGas #ClimateChange #Emissions #GlobalWarming
innovationnewsnetwork.com/dimethyl-sulph…",Positive
222,"But the establishment will point to #climatechange

That wonderful faux-catastrophe that gives Govts carte blanche to tax everyone heavily.

Everything you do or buy attracts some form of green tax!

#ClimateScam #GreenTax #RipOff",Positive
223,"This 242-Foot-Long Superyacht Concept ‘Flies’ On Hydrofoils. In my point of view, you need to generate too much speed to lift the boat to make it viable (but it surely works with smaller boats). #superyachts #hydrofoils #sustainability #energie #shipping buff.ly/3Jseiab https://t.co/yK2jngwk7n",Positive
224,"Want to achieve #ProcessTransformation, #OperationalExcellence, #Sustainability, and #BusinessContinuity? ✔️ We have 5 #BPM best practices that will make your #BusinessTransformation succeed in our free BPM guide bit.ly/3P2oerE #ChangeManagement bit.ly/3wJ5iFY",Neutral
225,The Red Sea Could be a Climate Refuge for Coral Reefs - InsideClimate News dlvr.it/ShjR2v #ClimateChange,Negative
226,"Together we can make a difference! Join Symphony Environmental India to create #sustainable and #biodegradableplastics for industries across and promote #environmental consciousness.
#sustainablealternatives #symphonyenvironmentalindia #sustainability #India #CircularEconomy https://t.co/MyS7niI5wK",Positive
227,"Gas stoves have been researched since 1982 so what’s all the uproar!!! You wanna keep breathing in toxic fumes?!! An #InductionStove is so much faster, precise and cleaner for the #environment and your #health. It should be a #NoBrainer decision!!!",Positive
228,"#WorldTrading has changed with the advancements in #shipping technology, allowing for efficient transport of #coal and #gas across large #oceans and seas. #Sustainability is always our priority! #GreenWorld #ecofriendly #Renewables",Neutral
229,"For as long as children are not 100% involved in the climate change action, 20 years from now we will still be looking for solutions. 
#climatechange #globalwarming #climateaction #🌍 #children #future #africa #change #changemakers  #environment https://t.co/D6jcSUdqs5",Neutral
230,#climatechange is bad,Neutral
231,"The plastic waste crisis continues to escalate and it's time for us to develop new products and solutions for more efficient waste management. We must act now to protect our planet and future generations #plasticwaste #sustainability""
Participate
forms.gle/eiH3KM6JXTWfsA… https://t.co/pf9rEaj3vS",Neutral
