,content,label
239,"We’re thrilled to be working with @ThePlanetMark and positively impacting the planet and society!

#SustainableBusiness #CarbonFootprint #RainforestProtection #CoolEarth #DoMoreGood #sustainability #business #environment #bookkeeping #accounting #accountants #sdgs #finance https://t.co/rX6VUXsJfb",Negative
240,"It takes a brief moment to recycle, but it takes thousands of years for trash to break down. Choose to recycle and buy U.S. Remanufactured.

#gogreen #planetcare #environment #usremanufactured #inkcartridges https://t.co/VcDTRPhMmQ",Positive
241,"Reduce waste disposal costs and lower methane production levels by implementing a successful food waste recycling scheme within your business. 

ow.ly/sbcQ50MFeQu 

#sustainability #gogreen https://t.co/yEdRDuyZJV",Neutral
242,Learn about the future of #SustainableAgriculture and how it can stop #ClimateChange. ow.ly/4iqg50MhkCn https://t.co/J7sDg6r8QZ,Positive
243,"The oceans are a force of nature that surrounds us. Did you know that they play a vital role in regulating our planet's climate and sustaining life?

#ocean #sea #perennis #carbon #nature #climatechange #earth #cycling #solar #co2neutral #water #marinebiology https://t.co/WLkKZzuKwy",Positive
244,"The report ‘Plastic: a call to action report’ is freshly out from @unibirmingham Plastics Network:

birmingham.ac.uk/.../plastic-ca…...

It explores a wide view of plastics in society and outlines a methodology to optimise its sustainable potential

#plastics #environment #ukmfg https://t.co/gNDPva7oHT",Neutral
245,"To improve #ESG disclosures and investment decisions, financial services firms need to develop an effective data management strategy with these four components. #Sustainability #Data bit.ly/3wG5x4q",Positive
246,"Preventing leaks by choosing the right sealing materials improves your plant’s safety and efficiency, and minimizes downtime.  Find our more  bit.ly/2MhqolI #fertilizer #chemical #fertiliser #farmers #environment #agriculture #food #nitrogen",Positive
247,"Indian Ragpickers play an important role in India's recycling of plastics: Is this an insight or exploitation?

Find out more: ow.ly/hcLk50MEeaG

#recycling #sustainability #plastics https://t.co/Aj8Mxxyzl9",Positive
248,"Supply chain #emissions often dominate corporate carbon footprints, leaving many companies short of being able to use procurement as a primary lever to reduce greenhouse gas emissions. Xavier Nougues or @OliverWyman discusses #SupplyChain #sustainability. bit.ly/3Y8X0CT https://t.co/iQN8BYy9Pv",Positive
249,"How can nuclear help tackle climate change? 

To date, it's saved more emissions than any other energy source in the UK
@Tom_Samson @RollsRoyceUK 

📽️ bit.ly/whynuclearener… 

#NuclearWeek #climatechange #NetZeroNeedsNuclear https://t.co/OXmjZZ1Ojq",Positive
250,"Kelp's environmental credentials means it is very popular with eco-conscious diners. Kelp naturally absorbs carbon, grows quickly, and doesn't require freshwater or added nutrients, making it extremely easy to produce 🌱♻️ #kelp #kelpnoodles #veganproduct #foodtrends #environment https://t.co/SNL9lH3pDZ",Negative
251,"The UK Government has announced new measures to ensure environmental recovery.

@DefraGovUK

#Environment #PrimeMinister",Neutral
252,"Aside from having a positive impact on the world's environment, adopting net zero strategies can offer ample benefits to your business. Check out our top five below 👇 

#netzero #business #netzerostrategies #teesside #sustainability https://t.co/507ZMJbQGl",Positive
253,"Emerging sustainable technologies can help us finally defeat climate change, but they could also provide us with cheaper energy. Have you read the expert predictions on this yet? Check them out here: bit.ly/3HTmq2G 
 
 #Sustainability #GreenEnergy #ClimateChange",Negative
254,"**ANNOUNCEMENT!**

We are SO thrilled to be developing an environmental sustainability training module, in association with #WhiteGriffin and generously supported by @RacingGrants 

To find out more, head to the website!

#sustainability #environment #training https://t.co/TvWtM98ZjH",Neutral
255,"@spenderallegra This is a scandal, this is a scam. #ClimateScam #CO2 #climatechange",Negative
256,"New online #masterclass!

In the face of the #climate emergency, #sustainability messaging is more important than ever. Learn how to understand audience attitudes, values, and beliefs to frame your messages.

Start date: 27 Mar 2023

Register now 👇 
lse.ac.uk/study-at-lse/o…",Positive
257,"93% of businesses have a corporate #sustainability strategy in place or underway, according to @inverto_gmbh.

Results of the 'Sustainable Procurement Study 2022' reveal that 60% of businesses already have a strategy and 33% are implementing one.

ow.ly/Oz8b50MyTWj https://t.co/atMO5oT4qO",Positive
258,"A3 I reckon that the negative parts are #climatechange related, flying to another part of the world to get treatment, (get your teeth done for example). And you don't support your own economy #ttot 
but if you're going anyways... #Thailand I hear has great heath solutions https://t.co/mnYAnrP9CD",Positive
259,"With 76 kinds of plants and shrubs from 24 different families having been identified thus far, the plateau features diverse vegetation. The area's rock outcrops are being researched, and the plateau can be used to investigate how animals are affected by #ClimateChange.",Neutral
260,Look at how we're stopping impacts of #ClimateChange - what a disaster,Positive
261,"#ClimateChange is real and is happening now: extreme weather, rising sea levels, and other impacts are making our planet warmer every day. #GlobalWarming",Negative
262,"Marketing success is not just about short-term gains, but building a brand that prioritizes sustainable business practices for a better future. #Marketing #Sustainability #businessgrowth",Neutral
263,#EU recently announced pledge of €1mn for #Fisheries Funding Mechanism. Aim is to support #sustainability in fisheries &amp; eliminate harmful fisheries #subsidies. #WTO’s 1st multilateral agreement to support sustainability. bit.ly/3kUJGnu,Positive
264,"""The environment is where we all meet; Where all have a mutual interest; It's the one thing all of us share.""
#environment #environmentalart",Negative
265,"We are proud to announce we have partnered with the leading supply chain traceability solution @Circulor1, in order to deliver supply chain transparency for our #xfc ev battery cell materials

#EV #EVs #batteries #supplychain #collaboration #sustainability
store-dot.com/press/storedot…",Positive
266,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/2xiQmplAQC",Neutral
267,"Great job from @Eland_Cables. Read below how they are focused on sustainable performance and on their journey to #NetZero. 
#trucktuesday #sustainability #tailoredlogistics",Positive
268,"“These days, #Sustainability is often seen as a buzz word - a word that holds so much meaning but is often watered down by overuse creating confusion to what it truly means…”. @sustainabltymag explains the significance of sustainability in business.  sustainabilitymag.com/articles/susta…",Positive
269,Total electricity produced using fossil fuels could drop by 20% as the region focuses on renewables to replace energy supplies from Russia. Relatively expensive natural gas-fired generation may fall the fastest. #ClimateChange bloomberg.com/news/articles/… via @business,Neutral
270,"Tech providers without credible #sustainability data increasingly have a target on their backs as IT buyers eye #Scope3 emissions data

thestack.technology/tech-providers…",Positive
271,"#Microgrant recipient from the RACR Project, Siyakhana GBV Centre.
The small grant was used to host a two-day workshop to raise awareness about #ClimateChange.
The Dep. of Agriculture presented environmentally friendly ways of farming as a way to ensure food security.#scatgrantee https://t.co/ehzCQeZrs2",Neutral
272,Product safety and functionality is fundamental to #sustainability in the #ITsector. Products that are uncomfortable or unsafe to use often have a short lifespan which leads to #pollution and #ewaste. Learn more about the criteria in #TCOCertified. hubs.li/Q01zJQck0,Neutral
273,South Africa's #CarbonTax Matters -- For The #Economy And Tackling #ClimateChange #SouthAfrica #Africa #climatecrisis #drought tinyurl.com/yx8hgppu,Positive
274,"The world is rapidly changing and the real estate industry is no exception! 

Take a look at our blog “The digitalization of real estate: What Are We Talking About?""

Read it now! 👇
bit.ly/3kTZmY7

#ImpactFroward #ESG #Sustainability",Positive
275,"To get to #NetZero, #SustainableDevelopment and reshape the relationship between nature, society, and economy, we need business. Business is the cause and the solution to #ClimateChange and #EnvironmentalSustainability. https://t.co/fCc0ATuaKj",Neutral
276,"Glass container production reaches record high
Production of glass containers was at  record production in the first half of 2022 according to data gathered by @FEVE – the European Container Glass Federation.
#glass #industry #digitalmanufacturing #sustainability #data #packaging https://t.co/DOYci5Goht",Neutral
277,G2 field trip ‘Pray for Prey Rainforest Exhibition’ at Friends Futures Factory. Exploring the limited nature of earth's resources &amp; sustainability. Beautiful learning experience for our Ss. @ISPPCambodia @Friends_Intl #sustainability #environmentalart https://t.co/CPvjX5GgLM,Positive
278,"The possibility of adjusting the speed of the discharge screw allows even the most contaminated materials to be handled according to customer requirements.

breakmachinery.com/en/products/du…

#breakmachinery #breakduo #machinery #polymer #plastic #recycling #sustainability #madeinitaly https://t.co/6kBXprAscz",Negative
279,"Watch Sepideh Samadi, BUiD’s senior career advisor highlights the importance of self-awareness in identifying and harnessing the power of our positive &amp; negative thoughts to make sustainable changes in our lives.
Full video: ted.com/talks/sepideh_…
#tedx #tedxbuid #Sustainability https://t.co/wzhDGBXwd2",Negative
280,Our Global Sustainability Tax leader Cathy Koch says our Green Tax Tracker monitoring #sustainability #tax policies across the globe was our best thought leadership of 2022. Read more about #CarbonPricing and its impact: spr.ly/60173eMLd https://t.co/egoH0wM0bu,Negative
281,"Science and spirituality, though seemingly disparate, are in fact intertwined, each providing a deeper understanding of the world we live in. 
.
.
.
#motiondesign #2danimation #explainer #animation #motion #planetearth #sciencecommunication #sustainability https://t.co/N9X0AZTgPE",Neutral
282,"How Zoos Benefit Society And The Animals They Protect, a study out @UniofExeterNews pub'd by @JZBG_MDPI

by @GrrlScientist via @Forbes / @ForbesScience

#zoos #aquariums #aviaries #wildlife #conservation #community #society #sustainability #nature #SciComm forbes.com/sites/grrlscie… https://t.co/trUbLmXjmY",Positive
283,"Saudi Arabia to invest about $266B in clean energy

@iktvaAramco

smashi.tv

#sustainability #green #saudiarabia #cleanenergy https://t.co/pgSJgKiEKM",Neutral
284,"OPINION

""Recent reports and studies suggest that climate change is causing the glaciers in Nepal’s Himalayan region to melt at an alarming rate, threatening fragile ecosystems"" writes- Bibek Shah and DJ Shah

#climatechange #AMN
theannapurnaexpress.com/news/time-for-…",Positive
285,"Rising global #temperatures and #climatechange are predicted to increase #fungal diseases in plants and mammals.

New findings suggest that #heat stress-stimulated transposon mobility contributes to rapid adaptive changes in #fungi both in the environment…lnkd.in/gibfMKVU",Positive
286,"""Change the agenda and stop 'same old' programmes taking precedence over #innovation"".
Incorporating #thrifting in mainstream #Retail to reach savvy #sustainability-conscious shoppers.
@Customerattuned @SASsoftwareUKI 
#CX #analytics #datascience #insight customerattuned.com/blog/thrifting…",Positive
287,"Landfill reclamation is an appealing process at a time of #climatechange and #urbanisation. This award-winning paper describes key elements of the reclamation process, some of the challenges faced and #engineeringsolutions adopted 👉 bit.ly/3Sv1otu  (free to read) https://t.co/YlWoDPkJwV",Neutral
288,"In her speech @NOIweala, the Director-General of the @wto, highlights how trade policy and trade measures contribute to mitigating and adapting to #ClimateChange.

#NoradConference #NoradKonferansen https://t.co/DGsgeBara1",Positive
289,"Sebastian Koos and Adrian Rinscheid are organizing a panel on Social Movements and #Sustainability Transformations at the 2023 @Radboud_Uni
 Conference on Earth System Governance @ESG_Project. Submit your abstract by Feb 9. portal.ru.nl/people/cv/2615… https://t.co/lWgkyYGGuL",Neutral
290,Fab that the whole @TaffHousing Exec Team are cycling to work pretty much every day…. as a business we’re working towards gaining a better understanding of our #CarbonFootprint and will do the big and small things needed to make a difference! #ClimateChange https://t.co/NGq7CKX3G9,Positive
291,We’re ready to kick off @IOTSWC 2023 and learn more about #iot #sustainability #industy50 together with good friends and knowledgeable experts like @pierregelpi and @wienke BARCELONA.  #IoTPL #IoTCL #IoTPractioner #IoTCommunity @IoTcommunity @IoTchannel  #IoT @IOTSWC #IoTSWC23 https://t.co/vGvn3VJBtE,Positive
292,"Online seminar on Feb 9:
Rebound effects of renewable energies and circular economy

How can rebound effects of sustainable development strategies be measured and mitigated?

Details and registration here:

is4ie.org/announcements/…

#rebound #industrialecology #sustainability https://t.co/og9pJpyiXt",Negative
293,"Chennai's First Three-Storey Terrace Garden @MadrasUpdate

📌For more updates, Follow @MadrasUpdate

 #Greenary #Plantation #TerraceGarden #Plants #PlayArea #PollutionFree #Environment #Royapuram #Manadi #MetroStation https://t.co/3oA3lITHed",Negative
294,Silver-alloyed CGIS solar cell with 18.7% efficiency: Swiss scientists have used a minimal amount of silver to alloy the absorber in a thin-film CIGS solar cell. They say this process could help to improve… dlvr.it/ShjM9b #solarenergy #technology #sustainability https://t.co/rupn7pHUjm,Neutral
295,"The Sustainable Materials Innovations Hub is supporting Gtr Mcr #SMEs with free #sustainability workshops - invaluable expertise around #plastics use, circularity and end-of-life. Get your packaging tested too! Next workshops: 8/2 and 30/3...
Read more: bit.ly/3jlG79p https://t.co/0AqOFOTKVk",Positive
296,"Adopting #ReverseOsmosis and Membrane technology is a crucial step towards clean, safe and sustainable water future for everyone. 

Countries like Germany, UAE and all middle east countries have solved their water using the Membrane technology
 #CleanWater #Sustainability 💧🌍 https://t.co/d5GlXzJbl5",Positive
297,"Certified as a Platinum-level #greenbuilding by @IGBConline, the world-class factory features a scientifically designed #rainwaterharvesting system ensuring maximum conservation &amp; reduced reliance on #groundwater &amp; thereby reducing the unit’s impact on the #environment. (4/5) https://t.co/AwTPGQM3tr",Positive
298,"Good to know what hallucinations our government is constructing ...

#Zeitenwende #Klimawandel #ClimateChange #Medien #Internet @BdB_SD_Blienert @bundeswehrInfo",Negative
299,"During our 1st webinar, we discussed the role of #digital technologies to accomplish #NEB’s main pillars of #sustainability, #aesthetics &amp; #inclusion.

Read the main highlights in this post-webinar report. Download it for free 🔽
doi.org/10.5281/zenodo… https://t.co/vZKGPjf6JA",Neutral
300,"Here's the latest issue of our much-awaited monthly #ESG #newsletter, 'Tattva' which covers top ESG-specific global news across key segments curated by ESG experts at #SGA. 

Check out our #December issue. 

#sustainabilty #climatechange #esgtrends #esgreporting #fintech https://t.co/B7TRcMkf4u",Neutral
301,"Over the last two years, climate change seems to have got much wider political and media attention around the world. #Climate #ClimateChange 
h-leads.com/climate-discou…",Neutral
302,"𝐘𝐨𝐮 𝐜𝐚𝐧'𝐭 𝐌𝐚𝐧𝐚𝐠𝐞 𝐰𝐡𝐚𝐭 𝐲𝐨𝐮 𝐝𝐨𝐧'𝐭 𝐌𝐞𝐚𝐬𝐮𝐫𝐞!

At @EVItweets , we use #𝐆𝐫𝐞𝐞𝐧𝐡𝐨𝐮𝐬𝐞 𝐆𝐚𝐬 𝐏𝐫𝐨𝐭𝐨𝐜𝐨𝐥 and 𝐈𝐒𝐎 𝟏𝟒𝟎𝟔𝟒 to quantify, 𝐫𝐞𝐩𝐨𝐫𝐭 and 𝐯𝐞𝐫𝐢𝐟𝐲 𝐲𝐨𝐮𝐫 𝐆𝐇𝐆 𝐄𝐦𝐢𝐬𝐬𝐢𝐨𝐧𝐬. 
#climatechange #climatepolicy https://t.co/78Zmt8QEkn",Positive
303,"We must make every possible stride to convert our society’s #energy profile to completely renewable energy sources if we want to lower our collective #carbonfootprint, reduce #globalwarming, and defeat #climatechange. 🤝

Let’s connect: ⬇️
advantageutilities.com https://t.co/5FSlbApvQW",Neutral
304,@kayeadams scottishfoodguide.com/places/united-… please do get in touch #ethicalmeat #landuse #sustainability #health,Positive
305,"Did you know that it's not just your operations that need to be sustainable, but your buildings as well? By designing our #hotels with #sustainability in mind, we can cut down on our business's energy demands! Here's how we can save money and the planet. @BRE-Group

#Hospitality",Negative
306,We're excited to join the global celebration of @OECDwatch's 20th anniversary in 🇧🇷!  Cividep's @PradeepanRavi is partaking in discussions on advancing the #OECDguidelines for Multinational Enterprises. #responsiblebusiness #sustainability #HumanRights,Positive
307,I would like to know who is making the money out of the #ClimateScam. What sort of leader (NZ) would blame a weather event on #ClimateChange. Climate change happens over a very long period. Earth moved from toxic burning mass to our current lovely environment over millions yrs.,Positive
308,"By empowering the teachers of #today, we light the path to a brighter #Tomorrow

50+ #ZillaParishad school #teachers empowered through #climatechange workshop conducted by @Greenyatra at #Nimbvali #Palghar #Maharashtra

#sustainable #sustainability #future #futuregenerations https://t.co/yPEymyklCH",Positive
309,"For Weddings where there is an Emphasis on Sustainability.

Our Wedding Collection is handmade to order. This includes our individually designed hand printed Wedding Favours with homegrown lavender, Ring Cushions, Gift Bags and Bunting.

#Weddings  #weddingideas #sustainability https://t.co/Tl3OuWFqD4",Neutral
310,"“We have to see the #environment as an investment, if we preserve the #environment now it will save us so much on the long term” @wammezz at #EnviroPoliCon23 
#PoliticsLive #beirut #mena https://t.co/KjF0k9bTll",Negative
311,"The Great Green Wall project is being implemented across 22 African countries and aims to restore degraded areas in these, as well as curb the expansion of the Sahara desert. We fact check a @tiktok_us video that says this hasn’t worked. 

debunkmediaug.org/africas-green-…

#climatechange https://t.co/Y0genf5EsE",Negative
312,"@GlosHealthNHS 👉 Time to introduce our @GlosHealthNHS #GreenTeam judging panel:
Deborah Evans, GHFT Chair
Deborah Lee, GHFT Chief Executive
Natasha Parry, as Green Council Chair &amp; #Sustainability Award Winner
Rachel Stancliffe, Director @SusHealthcare",Neutral
313,"Do you know about a range of subjects from wetland design to natural flood management?

Make a career move that will have a big impact on the environment!
We're seeking two catchment managers. 

Full list on our website. Deadline 19th Feb.

ow.ly/9aOk50MyKBR
#climatechange https://t.co/kFjjhNT3U7",Positive
314,"As part of our rebrand we shared last week, we have a new strapline: “We make doing good, good business.” 

'Good business' for us means commercial success for ourselves and our customers, benefitting our society and the environment.

 #Recycling #Sustainability https://t.co/Sbmub3ZH6D",Positive
315,"💭#verifiedtruth is a #job #trustworthiness is a #skill both populate #trustedecosystems 
👉 bit.ly/3stxV7N
#researcher #scientist #cocreation #journalist #factchecking #environment #fightfakenews #fightfalshood #information #misinformation #career #selfawareness https://t.co/N3q8BmhUKr",Positive
316,"#Skiing forecast: heavy snowfalls kick-start 2022-2023 season, but late beginning in some regions shows how #climatechange will shorten time on the slopes
bit.ly/40d9tHA #TravelTuesday 
#sustainablenews
#atravelcompanion https://t.co/29uTImvg7M",Positive
317,Denver ready to help residents install heat pumps through rebate program #GlobalWarming #Environment #EcoFriendly #PlasticPollution [Video] dlvr.it/ShjLYB,Positive
318,"Agropreneurs must be alert, identify, discover, create and exploit business opportunities in the market at a profit.

Full Article: lnkd.in/daHGmrUt

@DALRRDgov_ZA @Lepapatla @the_dti @AgroProcessing 

#Agriculture #Business #ClimateChange #Covid19 #Economics #OpinionPiece https://t.co/x8fFrxKqAI",Neutral
319,"With our 'Kia Sustainability Movement"" at the #KiaAutoExpo23, we got a chance to convert hundreds of plastic bottles into a hope for a better &amp;  #AnInspiringTomorrow

Stay tuned for more! 

#Kia #KiaIndia #MovementThatInspires #Technology #Future #Sustainability #Inspiration https://t.co/UF8go35aqZ",Neutral
320,"Supportive of the ambitious roadmap for a cleaner, greener country #climatechange
gov.uk/government/new…",Positive
321,“Fuels of the future”: Biofuel industry blames Federal #Environment Minister Steffi Lemke for missed #Climate protection targets in the transport sector renewable-carbon.eu/news/fuels-of-… #Biofuels #Circulareconomy #Energy #Sustainability #RenewableCarbon,Neutral
322,"Approximately 700 rural businesses with projects to protect the #environment and mitigate the impacts of #ClimateCrisis change will share more than £14 million in funding this year from the 2022 #agri -En (AECS).

linkedin.com/pulse/scotland…",Neutral
323,"Voices: One word that can help ease the impact of the #ClimateCrisis
vow101.com/voices-one-wor…
#CC #ClimateChange #ValuingWater #VOW #Water #Newsclimate #catastrophe #ClimateCrisis #Pakistan https://t.co/tJw1jYGuGB",Neutral
324,"How can 𝗙𝗮𝗿𝗺 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁 𝗦𝗼𝗳𝘁𝘄𝗮𝗿𝗲 𝗽𝗿𝗲𝘃𝗲𝗻𝘁 𝗳𝗼𝗿𝗲𝘀𝘁 𝗱𝗲𝘀𝘁𝗿𝘂𝗰𝘁𝗶𝗼𝗻 𝗯𝘆 𝗶𝗻𝗰𝗿𝗲𝗮𝘀𝗶𝗻𝗴 𝗳𝗼𝗼𝗱 𝘀𝘂𝘀𝘁𝗮𝗶𝗻𝗮𝗯𝗶𝗹𝗶𝘁𝘆?

Find out in our blog post!

bit.ly/3uAFlav

#AGRIVI #AgTech #food #sustainability #deforestation",Neutral
325,"@dundee_angus have renewed their EAUC membership and we are delighted to see it! Looking forward to further collaborations in #sustainability with the central and @EAUCScotland offices ♻️

🏴󠁧󠁢󠁳󠁣󠁴󠁿Discover more about these regional activities at  eauc.org.uk/scotland https://t.co/Vkam0CsJTC",Positive
326,"By reducing air pollution and the greenhouse gas emissions that contribute to it, we address the root drivers of climate change, protecting both the population and the planet from their negative impacts.

#Connect4ClimateChange #climatechange #climateaction https://t.co/aSYS965eMe",Neutral
327,"'Climate deniers are victims not villains’: A psychologist’s guide to winning them over.

hubs.la/Q01zJNl90

#Sustainability #NetZero #CarbonNetZero #ESG",Neutral
328,Don't miss out on our three-part blog series on the core competitive advantages of an #InvestmentManagement software for wealth managers! Read NOW! #RelationshipManagement #DigitalCommunications #ESG #Sustainability #PortfolioManagement buff.ly/3WJodek https://t.co/tPmvFitQoF,Positive
329,"A photographer recently spotted hundreds of blossom-headed #parakeets, a national second-class protected animal, in southwest #China’s Yunnan Province.
#animals #nature #environment 
Read full: en.people.cn/n3/2023/0130/c… https://t.co/quMCpDAfsm",Positive
330,"How can global #climatechange goals and the Sustainable Development Goals (#SDGs) be achieved simultaneously? Answers will be presented at the virtual final conference of the SHAPE project on 16 February 2023, register now! shape-project.org/news/save-the-…",Positive
331,"SMEs are among the pioneers creating the climate solutions necessary to fight climate change.

Find out more at zerobees.com/post/cop27-los…

#zerobees #netzero #digitalpresence #sustainability #globalwarming #ecofriendly #eco #carbonemissions #climateemergency #sme #climatecrisis https://t.co/pRJAyDNEtR",Neutral
332,"(2/4) 1. Inter- and transdisciplinary approaches: Adaptation to climate change:
dkg2023.de/sitzungen/inte… #climatechange #adaptation #climateaction
2. Towards sustainable research software in the Earth System Sciences:
dkg2023.de/sitzungen/towa…. #sustainablesoftware #reproducibility",Neutral
333,Activist Mugilan who was not allowed to speak at the public hearing. He sat in protest as he didn’t want to leave until he spoke about the impacts of the statue. He was carried out of the hall by the police. #penstatue #publichearing #environment #marinabeach https://t.co/1PiBcB9NeX,Neutral
334,"Collaboration with key partners such as the @WorldBank is an important part of our effort in building the capacity of #ASEAN accountants. Our common priorities include the need to continue building awareness towards #sustainability reporting

#afaaccountants #aseanaccountants https://t.co/TbMn0s8KNz",Positive
335,"【#Budget2023】Our Recommendations for the #HK 2023-24 Budget to combat #climatechange via fiscal #policy action, infrastructure funding &amp; participating in Just Energy Transition Partnerships (#JETP)

Check out our full submission👉bit.ly/3wIl43L https://t.co/ivUowDIkxV",Neutral
336,"Green Metrics Tool is an open-source framework used to monitor, compare, and optimize the #energyconsumption of software running on desktops and servers. #linux #opensource #Sustainability #fosdem2023 #greentech 

cnx-software.com/2023/01/31/gre…",Negative
337,Can you help to save the planet through blogging? dld.bz/hmwat #environment #blogging #environmentalblogger,Positive
338,"“In my opinion, the situation in #Syria is pretty illuminating in terms of how much we already know about the #environment-conflict nexus &amp; how challenging it is to put that knowledge into reality.” @AlexGSimon at #EnviroPoliCon23 
#conflict #environment #PoliticsLive https://t.co/0GhCueDtOk",Neutral
339,Warmer winters in Maine brought by climate change could spell disaster for loggers #Nature #PlanetEarth #Environment #Pollution #GlobalWarming [Video] dlvr.it/ShjKQn,Negative
340,"We are kicking off the Year of #Sustainability in the #UAE with big strides towards sustainable #aviation ✈️
This week, @Emirates successfully completed a demonstration test flight from #DXB using 100% Sustainable Aviation Fuel (SAF).

Read more: emirates.com/media-centre/e… https://t.co/Q73HxNyYnW",Neutral
341,"Wonderful to have @AnaFlaviaNogue5 with us for a workshop organised by @titiricigroup 😊

Amazing opportunities for #collaboration with @EnergyCine

#sustainability #EnergyTransition #EnergyStorage #EnergyCarriers #Photovoltaic #hydrogen

@Petit_Group @ImperialChemEng @mpr_nano https://t.co/oZaE766apq",Neutral
342,More than 200 Kenyan elephants have died due to drought in the last 10 months.  (NowThis) #ClimateChange #Biodiversity #Environment https://t.co/H1JP1eccpO,Positive
343,"Committed to leading the way to a sustainable future. 

During 20/21 we effectively recycled 90% of recyclable metals. Increasing our metal recycling by 90%.

Find out more about our sustainability journey at zcu.io/Rr6r

#sustainability #exhibitions https://t.co/I0NsKj8gey",Negative
344,"Anglian spotted on @SkyNews today👀

Seeing the devastation global warming causes, it emphasises the importance of our sustainability goals and the work by our Recycling Division ♻️

news.sky.com/story/campaign…

#recycling #sustainability #globalwarming #coastalerosion #norwich",Negative
345,"SMEs find it extremely difficult to remain competitive in today's fast-paced digital environment. 

Read more on 'Sustainable Digitization: The Secret to SME Success in the Digital Age' here: knometrix.com/insights/susta…

#business #SMEs #smallbusinessowner  #sustainability  #digital https://t.co/NuI9gRNeOn",Positive
346,"#ClimateChange and the resulting sea level rise is causing England’s coast to erode faster than before.

We have created an interactive map to highlight the 21 seaside communities most at risk from coastal erosion by 2100. 

Take a look here 👉 onehome.org.uk/campaign/campa… https://t.co/CZ2MmvIO69",Positive
347,"We believe that every business has a responsibility to tread lightly on our planet to minimise the impact for future generations. 

That’s why we are proud to plant 5 trees each month for each Spencer Clarke Group employee!

#sustainability #treeplanting #environment #csr https://t.co/kQ2HMmgiPq",Positive
348,"""The only way to achieve greater #resilience to #climatechange is to cooperate, inspire each other, experiment and share best practices"" 

- @CoHedegaard for @EURACTIV 

Read full article 👉 bit.ly/3jjXp6E https://t.co/IM5L7Rhs9r",Negative
349,"It's another warm winter day, climate change myabe still hoax. #climatechange #globalwarming. fuck the AI https://t.co/4C46sE6Y5h",Neutral
350,"The poor in rural and agricultural settings must be target beneficiaries of biodiversity cultivation and conservation programs. #Environment #OPINION #Philippines #PhilippineDailyInquirer

asianews.network/biodiversity-p… https://t.co/IlTOIU0IMd",Negative
351,Old buildings can be sustainable too #sustainability #netzero #lowenergy #carbonemissions #liverpool #docks #royalalbertdock @ Royal Albert Dock Liverpool instagram.com/p/CoEucYUNeYy/…,Positive
352,#sustainability moves on up the priority list - EMSNow  hubs.ly/Q01zqKfF0,Positive
353,A corporation's primary focus in a post-pandemic world should be #Sustainability #DavosAgenda Thank you @BofA_news,Positive
354,Powerful winter storm system triggers weather alerts across 30 states #Environment #CleanEnergy #Energy [Video] dlvr.it/ShjHhS,Negative
355,"#Skiing and #sustainability go hand in hand on an invigorating trip to Andermatt
bit.ly/3WL2Ppb 
#TravelTuesday https://t.co/f0hnSmY006",Positive
356,"Azerbaijan sues Armenia for wartime environmental damage | Azerbaijan

bocvip.com/300555/azerbai…

#Environment https://t.co/KJ3wITiOPT",Neutral
357,"As the field of artificial intelligence continues to prosper, companies with massive ecological impressions can leverage the field’s power to make impactful changes to the world as we know it. taxodiary.com/?p=45038 #ExplainableAI #sustainability https://t.co/ojokiVrr7B",Positive
358,"The aviation sector is undergoing a revolution! The first ""net zero emissions"" transatlantic flight will be tested by Virgin Atlantic in 2023. A real challenge but great hopes for increasingly responsible travel. #sustainability ✈

voyages-d-affaires.com/virgin-vol-tra…",Positive
359,"Social value covers things that impact on people such as employment, education and skills, health and wellbeing, air quality and carbon emissions. At Daniels we are focussing on the positive impacts we can create. #sustainability #InfectionProtection daniels.co.uk/importance-of-…",Negative
360,"Intensive farming is failing us all, through loss of biodiversity, falling nutritional quality of food, depletion of soil and high greenhouse gas emissions.

#food #community #environment https://t.co/1p1BTyUlLq",Negative
361,"As a business, it's our responsibility to encourage people to work towards a sustainable future.

It's the end of Veganuary, so we've put together a tip sheet for those who want to integrate plant-based foods into their diet. 🌱

#sustainability #plantbased https://t.co/SsvYAELzXB",Positive
362,Comparative analysis of Australian climate change and COVID-19 vaccine audience segments shows climate skeptics can be vaccine enthusiasts fal.cn/3vveN #SciComm #SciSharSci #ClimateChange #COVID https://t.co/3BEku22MBN,Neutral
363,"“Addressing #ClimateChange would be a bonanza for the economy - it will help promote economic growth.”
@JosephEStiglitz @Columbia at the launch of the report: Role of Ministries of Finance in driving and shaping the low carbon transition | Watch: youtube.com/watch?v=A15CqM…",Negative
364,"SMEs generate 44% of the UK's non-household greenhouse gas emissions 🌱 If you are wanting to make a difference, Sage accounting software will help you. Call us today 📞 01482 828000.

#sustainability #business #cloudaccounting #carbonaccounting #greenhousegases #climatechange https://t.co/onfvWVMkBW",Positive
365,"We are ‘greening’ ourselves to extinction. Apocalypse investors are pushing fake climate solutions on us that are making #ClimateChange worse
aje.io/ulgo58 via @AJEnglish @AdvanceEsg #greenwashing",Neutral
